Sample ID,Gene,Sample Name,NCGC Unique ID,Primary Mechanism of Action
NCGC00095150-07,AGT,Telmisartan,RMMXLENWKUUMAY,Angiotensin AT1 Antagonist
NCGC00263237-01,MGLL,JZL-184,SEGYOKHGGFKMCX,Monoacylglycerol lipase (MAGL) inhibitor
NCGC00346879-01,WNT5A,PNU 74654,JJEDWBQZCRESJL,Wnt Signaling Inhibitor
NCGC00167751-03,ELA2,SSR-69071,DRZXDZYWZSKFDL,Leukocyte Elastase Inhibitor
NCGC00015605-10,,Lamotrigine,PYZRQGJRPPTADH,Sodium channel inhibitor
NCGC00253737-01,ADORA2A,Istradefylline,IQVRBWUUXZMOPW,Adenosine A2A Agonists
NCGC00247954-02,SLC6A9,SSR-504734,MEZRZVWPLXVLSO,Glycine Transporter 1 (GlyT-1) Inhibitor
NCGC00016092-03,HTR1A,WAY-100635 maleate,SBPRIAGPYFYCRT,5-HT1A Receptor Antagonist
NCGC00013841-08,HTR2A,CYCLOBENZAPRINE HYDROCHLORIDE,JURKNVYFZMSNLP,5-HT2A Antagonists?
NCGC00346960-01,MAPK8,HMSL10058,IBGLGMOPHJQDJB,JNK Inhibitor
NCGC00167467-04,,Vecuronium Bromide,BGSZAXLLHYERSY,Steroid non-depolarizing neuromuscular blocker
NCGC00164353-03,,MANNITOL,FBPFZTCFMRRESA,osmotic diuretic agent
NCGC00165772-02,FAS,C-75,VCWLZDVWHQVAJU,Fatty acid synthase inhibitor
NCGC00241410-01,IRAK1,NCGC00241410-01,RDTAHMIMQLRAMR,IRAK Inhibitor
NCGC00095023-04,PGR,ETHISTERONE,CHNXZKVNWQUJIB,Progestogen hormone
NCGC00185778-02,HPD,Nitisinone,OUBCNLGXQFSTLU,4-Hydroxyphenylpyruvate Dioxygenase (4HPPD) Inhibitors
NCGC00344053-01,,Purmorphamine,FYBHCRQFSFYWPY,lineage-specific differentiation enhancer
NCGC00024901-03,SIGMAR1,,MGVRNMUKTZOQOW,sigma Receptor Antagonist
NCGC00253439-01,IGFR1,GSK-1904529A,CFAXFDHNFUSQQA,IGF-1R Inhibitor
NCGC00182552-03,,Atazanavir sulfate,AXRYRYVKAWYZBR,HIV Protease Inhibitors
NCGC00025195-01,TBXA2R,Ozagrel hydrochloride,SHZKQBHERIJWAO,Thromboxane Synthase Inhibitor
NCGC00015204-08,,CARMUSTINE,DLGOEMSEDOSKAD,DNA Alkylating Agent
NCGC00095042-08,,THIOTEPA,FOCVUCIESVLUNU,Cytochrome P450 Oxidase Inhibitor
NCGC00015622-02,PIK3CA,LY 294002 hydrochloride,CZQHHVNHHHRRDU,PI3K Inhibitor
NCGC00346698-01,MTOR,AZD2014,JUSFANSTBFGBAF,mTORC1/2 inhibitor
NCGC00345881-02,AVPR1A,Conivaptan HCl (Vaprisol),IKENVDNFQMCRTR,Vasopressin (AVP) V1a/V2 Antagonists
NCGC00018099-10,,DYPHYLLINE,KSCFJBIXMNOVSH,Xanthine Derivative
NCGC00242217-04,PLK1,GW 843682X,JSKUWFIZUALZLX,Polo-like Kinase-1 (Plk-1) Inhibitor
NCGC00016017-07,EGFR,,GFNNBHLJANVSQV,EGFR (HER1; erbB1) inhibitor
NCGC00181350-02,VEGFA,Vatalanib;CGP-79787D;PTK-787;PTK/ZK;ZK-222584,YCOYDOIWSSHVCK,VEGFR-1_:_2_:_3 Inhibitor
NCGC00346808-01,ABL1,GNF 2,WEVYNIUIFUYDGI,Bcr-Abl inhibitor
NCGC00345793-01,MET,EMD-1214063,AHYMHWXQRWRBKT,HGFR (MET; c-Met) Inhibitor
NCGC00249392-01,KDR,Telatinib;BAY-579352/BAY 57-9352,QFCXANHHBCGMAS,VEGFR-2_:_3 Inhibitor
NCGC00346548-01,FLT1,KRN 633,VPBYZLCHOKSGRX,VEGFR-2 inhibitor
NCGC00347278-01,AKT1,A-443654,YWTBGJGMTBHQTM,PKB alpha/Akt1 Inhibitors
NCGC00025103-01,KIF11,Monastrol,LOBCDGHHHHGHFA,Kinesin-Like Spindle Protein Inhibitor
NCGC00016612-04,,Sulfadoxine,ALDRLJHPNKNXIP,Dihydropteroate Synthase (DHPS) Inhibitors
NCGC00346657-01,AURKA,MK-5108 (VX-689),LCVIRAZGMYMNNT,Aurora A Inhibitor
NCGC00263095-01,PRKCA,Sotrastaurin;AEB-071,QYMDWEPIJODSDN,PKC inhibitor
NCGC00346832-01,,Terameprocol,ORQFDHFZSMXRLM,Antimitotic Agent
NCGC00095264-05,,CHLOROXINE,WDFKMLRRRCGAKS,Antibacterial
NCGC00250381-02,NTRK1,AZ-23,LBVKEEFIPBQIMD,Tropomyosin Related Kinases (Trk) inhibitor
NCGC00346721-01,P2RX7,GW 791343 hydrochloride,GRUWKTIRBBPZSD,P2X7 Receptor Antagonist
NCGC00346519-01,,Teicoplanin,FHBQKTSCJKPYIO,glycopeptide antibiotic
NCGC00163548-02,,Echinomycin,AUJXLBOHYWTPFV,Antineoplastic Antibiotics
NCGC00142423-03,,PHLORIDZIN,IOUVKUPGCMBWBT,SGLT-1/2 inhibitor
NCGC00249389-01,BMPR1A,LDN-193189,CDOVNWNANFFLFJ,Activin Receptor Like Kinase 3 (ALK3; BMPR-IA) Inhibitors
NCGC00262195-02,MAPK14,R1487   (SY-R1487),KKKRKRMVJRHDMG,p38 MAPK Inhibitor
NCGC00015191-06,GABRA1,Chlormezanone,WEQAYVWKMWHEJO,GABA Modulators
NCGC00164600-03,,Artesunate,FIHJKUPKCHIPAT,antimalarial agents
NCGC00159337-06,TERT,Efavirenz,XPOQHMRABVBWPR,Reverse Transcriptase Inhibitor
NCGC00250402-01,,Dapagliflozin;BMS-512148,JVHXJTBJCFBINQ,SGLT-2 inhibitor
NCGC00181166-01,,Sodium 2-mercaptoethanesulfonate,KLHUOHDGOSLHED,Antineoplastic Enhancing Agents
NCGC00016927-10,,ENOXACIN,IDYZIJYBMGIQMJ,Quinoline Antibiotic
NCGC00167967-01,,,LJVAJPDWBABPEJ,Ketolide antibiotic
NCGC00015463-02,,GYKI 52466 hydrochloride,LFBZZHVSGAHQPP,AMPA Antagonist
NCGC00263268-01,,BTM-2C-dimer ketone;BTM-2C-dimer ketone,GZJIPMCINQOOAP,artemesinin analogue
NCGC00014873-04,MDM2,HLI-373989;HLI-373,LNRUPMPQQGPSQT,MDM2 (hdm2) Inhibitor
NCGC00181033-02,TRHR,Taltirelin,LQZAIAZUDWIVPM,Thyrotropin-Releasing Hormone (TRH) Analogs
NCGC00346888-01,,UK 383367,ARJCBSRIPGJMAD,Procollagen C-Endopeptidase Inhibitor
NCGC00182965-04,,BIPERIDEN,YSXKPIUOCJLQIE,Anticholinergic
NCGC00167781-07,HRH1,CETIRIZINE HYDROCHLORIDE,ZKLPARSLTMPFCP,Histamine H1 Receptor Antagonists
NCGC00016024-06,,Taxifolin (Dihydroquercetin),CXQWRCVTCMQVQX,flavanoid
NCGC00186460-01,NFKB1,Bardoxolone methyl,WPTTVJLTNAWYAO,NF-kappaB signaling Inhibitor
NCGC00016467-05,PDE4A,luteolin 7-diglucuronide,IQPNAANSBPBGFQ,Phosphodiesterase IIII (PDE4) inhibitor
NCGC00346706-01,GRM5,VU 0357121,AHCYOTLTLQTPSU,mgluR5 allosteric modulator
NCGC00344511-02,,SB 612111 hydrochloride,OHRDCQFCAWLDBP,Opioid receptor antagonist
NCGC00159489-04,,Chloramphenicol palmitate,PXKHGMGELZGJQE,Antibiotic
NCGC00242597-01,DPP4,Saxagliptin,QGJUIPDUBHWZPV,Dipeptidyl Peptidase IV (CD26; DPP-IV; DP-IV) Inhibitor
NCGC00346891-01,HDAC1,Pyroxamide,PTJGLFIIZFVFJV,Histone Deacetylase (HDAC) Inhibitor
NCGC00018276-03,HRH2,FAMOTIDINE,VZUQZRYQNIGGIH,Histamine H2 Receptor Antagonists
NCGC00167533-03,PDE5A,Vardenafil Hydrochloride Trihydrate (Vivanza,WDVDQZPUKXFUEK,Phosphodiesterase V (PDE5) inhibitor
NCGC00263153-05,HDAC1,AR-42 (HDAC-42),LAMIXXKAWNLXOC,Histone Deacetylase (HDAC) 1/2 Inhibitor
NCGC00345819-01,ESR1,Estetrol,AJIPIJNNOJSSQC,Selective Estrogen Receptor Modulators (SERM)
NCGC00346732-01,,Hydroxocobalamin,XVXCLEXSDVMESA,Vitamin
NCGC00018157-11,,FLURBIPROFEN,SYTBZMRGLBWNTM,non-steroidal antiinflammatory
NCGC00166125-01,,Meglumine,MBBZMMPHUWSWHV,amino sugar
NCGC00263145-01,MAPK8,BI-78D3,QFRLDZGQEZCCJZ,SAPK1 (JNK) Inhibitor
NCGC00345815-01,PSMD1,Z-Leu-Leu-Nva-H (aldehyde),QEJRGURBLQWEOU,Proteasome Inhibitor
NCGC00164549-01,,Dofetilide,IXTMWRCNAAVVAI,K(V)11.1 (erg1) Channel Blocker
NCGC00182549-02,CCR5,Vicriviroc Malate,CNPVJJQCETWNEU,Chemokine CCR5 Antagonist
NCGC00015267-09,HTR1A,CITALOPRAM,WSEQXVZVJXJVFP,5-HT Reuptake Inhibitor
NCGC00164547-06,CYSLTR1,Zafirlukast,VDUNZQQNKGPZOK,Leukotriene CysLT1 (LTD4) Antagonist
NCGC00015725-16,PTGS2,NIMESULIDE,PMOPRBJLSQDYMY,Cyclooxygenase-2 Inhibitor
NCGC00160529-05,ADRA2A,Tizanidine hydrochloride,XFYDIVBRZNQMJC,alpha2-Adrenoceptor Agonists
NCGC00092310-03,DRD2,Amisulpride,UYNLYBPIAORSSZ,Dopamine D2/D3 Antagonist
NCGC00017324-08,HMGCR,SIMVASTATIN,RYMZZMVNJRMUDD,HMG-CoA Reductase Inhibitor
NCGC00165880-04,ADORA3,Reversine,ZFLJHSQHILSNCM,Adenosine A3 Antagonists
NCGC00167433-02,,Rocuronium bromide,YXRDKMPIGHSVRX,Steroid non-depolarizing neuromuscular blocker
NCGC00159346-05,,TERBINAFINE HYDROCHLORIDE,DOMXUEMWDBAQBQ,Fungal Squalene Monooxygenase Inhibitor
NCGC00022735-07,,Methylprednisolone,VHRSUDSXCMQTMA,Glucocorticoid steroid
NCGC00263198-01,FLT1,Lenvatinib;E-7080/ER-203492-00,WOSKHXYHFSIKNG,VEGFR-1/2/3 Inhibitor
NCGC00263229-01,FAS,GSK837149A,BDCUADOXVKPHSZ,Fatty acid synthase inhibitor
NCGC00160428-02,TUBB,Indibulin,SOLIIYNRSAWTSQ,Tubulin polymerization inhibitor
NCGC00015693-08,TOP2A,MITOXANTHRONE HYDROCHLORIDE,KKZJGLLVHKMTCM,DNA Topoisomerase II Inhibitors
NCGC00345847-01,FLT1,JNJ-38158471,BJHCYTJNPVGSBZ,VEGFR-2 (FLK-1/KDR) Inhibitors
NCGC00178697-05,TOP1,Irinotecan,UWKQSNNFCGGAFS,DNA Topoisomerase I Inhibitors
NCGC00263918-04,TOP2A,Epirubicin Hydrochloride,AOJJSUZBOXZQNB,DNA Topoisomerase II Inhibitors
NCGC00346591-01,,Rotundine,AEQDJSLRWYMAQI,5-HT Release Inhibitor
NCGC00274067-01,MPL,Eltrombopag,XDXWLKQMMKQXPV,Thrombopoietin Receptor (TpoR) Agonists
NCGC00015436-09,DRD2,FLUPHENAZINE 2HCl,PLDUPXSUYLZYBN,Dopamine D2 Antagonist
NCGC00347217-01,DDR1,,DDLPXZXBWGJRGK,discoidin domain receptor tyrosine kinase (DDR1)
NCGC00347903-01,P2RX3,Ro 51,PAYROHWFGZADBR,P2X3/P2X2 Receptor Antagonist
NCGC00346488-01,AURKA,MLN8054,HHFBDROWDBDFBR,Aurora-A Inhibitor
NCGC00238452-02,PRKCA,Enzastaurin;LY-317615,AXRCEOKUDYDWLF,PKCa_:_ PKCb_:_ PKCg inhbitor
NCGC00346805-01,TUBB,XRP44X,NPHPNBGYPKBDDB,Tubulin polymerization inhibitor
NCGC00346494-01,TUBB,ABT-751,SUIIFMOTEUOZDB,Tubulin polymerization inhibitor
NCGC00346559-01,NFKB1,Erythromycin (E-Mycin),ULGZDMOVFRHVEP,NF-kappaB Activation Inhibitor
NCGC00025297-01,NFKB1,Gabexate mesylate,YKGYIDJEEQRWQH,NF-kappaB Activation Inhibitor
NCGC00344990-01,ITK,,PRGUDNWYEAHEQM,ITK inhibitor
NCGC00250376-01,CAMKK2,KN-93,NRKXVSYVDUGZGF,Calmodulin-Dependent Protein Kinase II Inhibitors
NCGC00263265-01,,ASR-isobudimer-SO2Ph-4-CH2OC(O)NMe2;ASR-isobudimer-SO2Ph-4-CH2OC(O)NMe2,CRSJHIRCVZDTHB,artemesinin analogue
NCGC00092360-01,,Cordycepin,OFEZSBMBBKLLBJ,Purine Antagonist
NCGC00185071-02,,Levoleucovorin Calcium,VVIAGPKUTFNRDU,Antineoplastic Enhancing Agents
NCGC00347934-01,,,FNYGWXSATBUBER,Mutant IDH1 Inhibitor
NCGC00095977-03,,PAEONOL,UILPJVPSNHJFIK,Lipid Peroxidation Inhibitors
NCGC00163127-05,,Acitretin,IHUNBGSDBOWDMA,retinoid
NCGC00016456-12,,CHRYSIN,RTIXKCRFFJGDFG,Antiinflammatory Drug
NCGC00346667-01,,Lornoxicam (Xefo),GTASRFITTBVXRX,non-steroidal antiinflammatory
NCGC00167773-03,IKBKB,TPCA-1,SAYGKHKXGCPTLX,IKK beta inhibitor
NCGC00345831-01,MAPK14,SB242235,PDTYLGXVBIWRIM,p38 MAPK Inhibitor
NCGC00181011-01,DPYD,Gimeracil,ZPLQIPFOCGIIHV,Dihydropyrimidine Dehydrogenase Inhibitor
NCGC00160670-04,,Mecarbinate,YTBNTDMBGXAOCG,antiinfluenza drug
NCGC00016244-14,,ISONIAZID,QRXWMOHMRWLFEY,Cell Wall Biosynthesis Inhibitors
NCGC00015451-06,KCNQ1,Flupirtine maleate,JUUFBMODXQKSTD,Voltage-Gated K(V) 7 (KCNQ) Channel Activator
NCGC00142624-04,,LACTULOSE,JCQLYHFGKNRPGE,synthetic sugar
NCGC00015116-10,,Aniracetam,ZXNRTKGTQJPIJK,neuroprotective drug
NCGC00164617-05,,Adapalene,LZCDAPDGXCYOEH,topical retinoid
NCGC00095322-03,,Ubidecarenone,ACTIUHUUMQJHFO,mitochondrial electron transport
NCGC00186006-04,GABRA1,Nefiracetam (Translon),NGHTXZCKLWZPGK,GABAergic Transmission Enhancer
NCGC00014891-03,DNMT1,RG-108;NSC-401077,HPTXLHAHLXOAKV,DNA Methyltransferase (DNMT) Inhibitor
NCGC00344564-02,AHR,Diosmin,GZSOSUNBTXMUFQ,Aryl Hydrocarbon Receptor (AhR) Agonists
NCGC00015335-11,HRH1,Diphenhydramine,ZZVUWRFHKOJYTH,Histamine H1 Receptor Antagonists
NCGC00015173-02,HTR1D,BRL 15572 hydrochloride,QJHCTHPYUOXOGM,5-HT1D Receptor Antagonist
NCGC00168853-03,,Lupeol,MQYXUWHLBZFQQO,Steroid
NCGC00167803-03,NOTCH1,DAPT,DWJXYEABWRJFSP,g-Secretase Inhibitor
NCGC00346534-01,HDAC2,MC1568,QRDAPCMJAOQZSU,Histone Deacetylase 2 (HDAC2) Inhibitor
NCGC00347286-01,,GSK126,FKSFKBQGSFSOSM,EZH2 Methyltransferase Inhibitor
NCGC00167801-01,MMP13,CL 82198 hydrochloride,KUJQEQAVMNFFAO,MMP-13 Inhibitor
NCGC00160519-02,,,DJQOOSBJCLSSEY,Niacin deravitive
