Sample ID,Structure,Sample Name,Drug Name,NCGC Unique ID,Primary Mechanism of Action,Gene Symbol
NCGC00166294-02,C[C@H]1CN(C[C@@H](C)N1)C2=C(F)C3=C(C(=C2F)N)C(=O)\C(=C/N3C4CC4)C(O)=O,,"NCGC_FLUKA_56968;AT 4140;Esparfloxacino;Aventis Behring brand of sparfloxacin;Bertek brand of sparfloxacin;sparfloxacin;PD-131501;Sparfloxacin;Zagam;CIPLUS_196797;NCGC00166294-01;AT-4140;Sparfloxacine;PD 131501;CI-978;CI 978;LS-172156;Sparfloxacinum;sparfloxacin, cis-isomer;LS-141521;sparfloxacine;SPARFLOXACIN;CIS-5-AMINO-1-CYCLOPROPYL-7-(3,5-DIMETHYL-1-PIPERAZINYL)-6,8-DIFLUORO-1,4-DIHYDRO-4-OXO-3-QUINOLINECARBOXYLIC ACID;5-Amino-1-cyclohexyl-7-(cis-3,5-dimethylpiperazino)-6,8-difluoro-1,4-dihydro-4-oxo-3-quinolinecarboxylic acid;sparfloxacinum;CIPLUS_196763;",DZZWHBIBMUVIIW,DNA Topoisomerase IV Inhibitors,TOP2B
NCGC00159541-02,N[C@H](CSC(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3)C(O)=O,S-Trityl-L-cysteine,,DLMYFMLKORXJPO,Mitotic Kinesin Eg5 Inhibitor,KIF11
NCGC00015349-06,OC1=C(O)C2=C(\C=C/C(=O)O2)C=C1,DAPHNETIN,,ATEFPOUAMCWAQS,antimalarial agents,
NCGC00016306-07,N[C@@H]1CONC1=O,CYCLOSERINE,,DYDCUQKUCUHJBH,NMDA partial agonist,GRIN2A
NCGC00346683-01,NC1=CC=C(C=N1)C(=O)NC2=CC=CC(=C2)C3=NC(=C4OC5=NC=CC=C5C4=N3)N6CCOCC6,YM201636,,YBPIBGNBHHGLEB,PIKfyve Inhibitor,PIKFYVE
NCGC00262604-01,NC1=CC(=C(C=N1)C2=CC(=NC(=N2)N3CCOCC3)N4CCOCC4)C(F)(F)F,BKM-120;NVP-BKM-120,,CWHUFRVAEUJCEF,PI3Kalpha inhibitor,PIK3CA
NCGC00263236-01,CN[C@@H](C)C(=O)N[C@H]1CCCC[C@H]2CC[C@H](N2C1=O)C(=O)N[C@@H](C3=CC=CC=C3)C4=C[N](CCCCC5=CC=C(CCCC[N]6C=C(N=N6)[C@@H](NC(=O)[C@@H]7CC[C@@H]8CCCC[C@H](NC(=O)[C@H](C)NC)C(=O)N78)C9=CC=CC=C9)C=C5)N=N4,SM-164 ,,LGYDZXNSSLRFJS,cIAP1/2 and XIAP inhibitor,XIAP
NCGC00346455-01,OC1(CN(C1)C(=O)C2=CC=C(F)C(=C2NC3=CC=C(I)C=C3F)F)[C@H]4CCCCN4,GDC-0973,,BSMCAPRUBJMWDF,Mek Inhibitor,MAP2K1
NCGC00181170-03,C[N]1C(=NC2=C1C=CC(=C2)N(CCCl)CCCl)CCCC(O)=O,Bendamustine HCL ,,YTKUWDBFDASYHO,Antimetabolite,XRCC1
NCGC00022001-14,COC1=C(OC)C(=CC(=C1)[C@H]2[C@@H]3[C@H](COC3=O)[C@@H](O)C4=CC5=C(OCO5)C=C24)OC,Picropodophyllin;AXL-1717/NSC-36407,,YJGVMLPVUAXIQN,Antimitotic Agent,IGFR1
NCGC00263270-01,C[C@@H]1CC[C@H]2[C@@H](C)[C@@H](C\C(=N\OCC=C)[C@H]3O[C@@H]4O[C@]5(C)CC[C@H]6[C@H](C)CC[C@@H]([C@H]3C)[C@@]46OO5)O[C@@H]7O[C@]8(C)CC[C@@H]1[C@@]27OO8,Diartallox;BTM-2C-dimer allyl oxime,,WGDOECSYODBCCA,artemesinin analogue,
NCGC00161634-07,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4,Artemisinin,,BLUAFEHZUWYNDE,antimalarial agents,
NCGC00025207-06,CCOC(=O)C(C#N)C\1C2=CC(=CC=C2O\C(=C1C(=O)OCC)N)Br,HA14-1,,SXJDCULZDFWMJC,Bcl-2 Inhibitor,BCL2
NCGC00346615-01,COC(=O)[C@H](CCCNC(N)=N)N[S+]([O-])(=O)C1=CC=C(C)C=C1,TAME,,UNIPKIHULYSOKM,Anaphase Promoting Complex (APC) Inhibitor,ANAPC1
NCGC00347941-01,OCCNC1CCCC2=C1[NH]C3=C2C=C(C=C3)C4=CC=CC=C4,,,RXIUMAOXORBRCY,Cdc42 Inhibitor,CDC42
NCGC00263213-01,C[C@]1(CO)CN(C[C@@]1(C)CO)C2=CC(=C(Cl)C=N2)C(=O)NC3=CC=C4CCC5=C([N](N=C5C(N)=O)C6=CC=C(F)C=C6)C4=C3,PF-184,,JUOWWGNRWRLBSV,IKK-2 (IKK-beta) Inhibitor,IKBKB
NCGC00183912-01,NC1=N[NH]C2=NN=C(C=C12)C3=C4C=CC=C[N]4N=C3C5=CC=CC=C5,,,XVECMUKVOMUNLE,ERK 1/2 Inhibitor,MAPK7
NCGC00025245-01,CC1C(=O)OC2C(O)C34C5CC(C(C)(C)C)C36C(O)C(=O)OC6OC4(C(=O)O5)C12O,Ginkgolide B,"ginkgolide B;Ginkgolide B Ginkgo leaves;GinkgolideB;CIPLUS_692201;GINKGOLIDE B;BN 52063;ginkgolide B, (1beta)-isomer;BN 52021;BN-52063;BN-52021;Ginkgolide B;NCGC00025245-01;LS-178439;CIPLUS_207207;Ginkgolide A, 1-hydroxy-, (1beta)-;NCGC00163561-01;Ginkolide B;",SQOJOAFXDQDRGF,GABA(A) Receptor Antagonists,GABRA1
NCGC00166323-03,OC[C@H]1O[C@H](C[C@@H]1O)N2/C=C(C(=O)NC2=O)/C(F)(F)F,Trifluridine (Viroptic),,VSQQQLOSPVPRAZ,thymidylate synthase inhibitor,TYMS
NCGC00015615-14,CC1=C(C[S+]([O-])C2=NC3=C([NH]2)C=CC=C3)N=CC=C1OCC(F)(F)F,LANSOPRAZOLE,,MJIHNNLFOKEZEW,H+/K+-ATPase Inhibitor,
NCGC00015562-24,COC1=CC2=C(C=C1)[N](C(=C2CC(O)=O)C)C(=O)C3=CC=C(Cl)C=C3,INDOMETHACIN,,CGIGDMFJXJATDK,non-steroidal antiinflammatory,
NCGC00263099-01,COC1=C(OC)C=C2C(=C1)N=CN=C2[N]3N=C(N=C3N)C4=NC=CC=C4,CP-466722,,ILBRKJBKDGCSCB,ATM Kinase Inhibitor,ATM
NCGC00016497-08,CCC1=NC=CC(=C1)C(N)=S,ETHIONAMIDE,,AEOCXXJPGCBFJA,Cell Wall Biosynthesis Inhibitors,
NCGC00091585-03,c(ccc1C(-c(ccc2)cc2)=C(C#N)C(=O)OCC(CC)CCCC)cc1,"2-Ethylhexyl-2-cyano-3,3-diphenylacrylate","octocrilenum;UVINUL N-539;CIPLUS_165218;Octocrylene;2-ethylhexyl 2-cyano-3,3-diphenylacrylate;2-ETHYLHEXYL ESTER OF DIPHENYL METHYLIDINE CYANO ACETIC ACID;octocrylene;Octocrileno;2-Ethylhexyl 2-cyano-3,3-diphenylacrylate;2-ETHYLHEXYL 2-CYANO-3,3-DIPHENYLACRYLATE;Octocrilenum;OCTOCRYLENE;AB08080858-01;2-Ethylhexyl-2-cyano-3,3-diphenylacrylate;OCTOCRILENE;",FMJSMJQBSVNSBF,photosensitizer,
NCGC00090753-05,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,Azithromycin (AZ),,MQTOSJVFKKJCRP,50S Ribosomal Protein Inhibitors,
NCGC00347958-01,CN1CCN(CC1)CC2=CC=C(NC(=O)NC3=CC=C(OC4=CC(=NC=N4)NC(=O)C5CC5)C=C3)C=C2C(F)(F)F,,,KIKOYRNAERIVSJ,beta Cell Proliferation Inducer,
NCGC00229735-03,C[C@H]1CN(C[C@@H](C)O1)CC(=O)NC2=CC=C3SC4=C(CC3=C2)C=CC=C4\C5=C\C(=O)\C=C(/O5)N6CCOCC6,KU-60019,,SCELLOWTHJGVIC,ATM Kinase Inhibitor,ATM
NCGC00168785-02,ClC1=CC=C(C=C1)C(C#N)C2=C(Cl)C=C(C=C2Cl)N3\N=C/C(=O)NC3=O,DICLAZURIL,"2,6-Dichloro-alpha-(4-chlorophenyl)-4-[4,5-dihydro-3,5-dioxo-1,2,4-triazin-2(3H)-yl]benzeneacetonitrile;Diclazuril;",ZSZFUDFOPOMEET,antiprotozoal agent,
NCGC00161599-11,CC1=C(O)C(=C2CCC(C)(COC3=CC=C(CC4SC(=O)NC4=O)C=C3)OC2=C1C)C,Troglitazone,,GXPHKUHSUJUWKP,CCL2 Expression Inhibitor,CCL2
NCGC00016794-14,CC1=CC(=C(C)C=C1)OCCCC(C)(C)C(O)=O,GEMFIBROZIL,,HEMJJKBWTPKOJG,PPARalpha agonist,PPARA
NCGC00016270-10,N[C@@H](CC1=CC(=C(O)C=C1)O)C(O)=O,LEVODOPA,,WTDRDQBEARUVNC,Dopamine Precursor,
NCGC00183362-01,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@@H](NC(=O)CCNC(=O)OC(C)(C)C)Cc3cnc2ccccc23,Pentagastrin,N-t-Boc-beta-Ala-Trp-Met-Asp-Phe amide;Pentagastrin;,NEYNJQRKHLUJRU,synthetic polypeptide,
NCGC00263120-01,CNC(=O)C1=CC=C(C=C1F)N2C(=S)N(C(=O)C2(C)C)C3=CC(=C(C=C3)C#N)C(F)(F)F,MDV-3100;NC-54,,WXCXUHSOUPDCQV,Androgen Receptor Antagonist,AR
NCGC00346449-01,ClC1=CC=C(CCCOC/2=N/NC(=O)C(=C2NCC3=CN=CC=C3)/Br)C=C1,Parogrelil ,,YJMYSLFFZJUXOA,Phosphodiesterase III/Va (PDE) inhibitor,PDE5A
NCGC00181343-01,O=C(N(CCC3=C4)CCCN(C[C@H]1CC2=CC(OC)=C(C=C12)OC)C)CC3=CC(OC)=C4OC.Cl,Ivabradine hydrochloride;Corlentor;Procoralan;S-16257;S-16257-2,"7,8-dimethoxy-3-(3-(((4,5-dimethoxybenzocyclobutan-1-yl)methyl)methylamino)propyl)-1,3,4,5-tetrahydro-2H-benzazepin-2-one;ivabradinum;S-16257-2;LS-28023;3-(3-((((7S)-3,4-DIMETHOXYBICYCLO(4.2.0)OCTA-1,3,5-TRIEN-7-YL)METHYL)METHYLAMINO)PROPYL)-1,3,4,5-TETRAHYDRO-7,8-DIMETHOXY-2H-3-BENZAZEPIN-2-ONE;CIPLUS_709307;S-16260-2;S 16257;S-16257;IVABRADINE;S 16260-2;CIPLUS_3851977;Ivabradine hydrochloride;S 16257-2;ivabradine;",ACRHBAYQBXXRTO,HCN [I(f)] Blockers,HCN
NCGC00094087-06,NC(=O)C1=C(O)[N](C=N1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O,Mizoribine (Bredinin),,HZQDCMWJEBCWBR,Inosine 5'-Monophosphate Dehydrogenase (IMPDH) Inhibitors,IMPDH1
NCGC00185850-02,COC1=C(OC)C=C2C(=NC(=NC2=C1)N3CCCN(C)CC3)NC4CCN(CC4)CC5=CC=CC=C5,BIX-01294,,OSXFATOLZGZLSK,Histone-lysine N-methyltransferase EHMT2 Inhibitor,EHMT2
NCGC00345785-01,CCCCC1=NC=C([NH]1)C(/CC2=CC=C(C=C2)C(O)=O)=C(CC3=CC=CS3)/C(O)=O,Eprosartan Mesylate,,IDZXLZCISXUMHU,Angiotensin AT1 Antagonist,AGT
NCGC00095192-06,CCCCCNC(=N)N/N=C/C1=C[NH]C2=C1C=C(OC)C=C2,Tegaserod maleate,,IKBKZGMPCYNSLU,5-HT4 Partial Agonists,HTR4
NCGC00249759-02,CC(C)(O)CCC1=CC=C(OCC2=CC3=CC=CN=C3C(=C2)C4=CC=CC(=C4)OC(F)F)C=C1,NCGC00249759-01,,KDAUXYRYNLBXOV,Phosphodiesterase IIII (PDE4) inhibitor,PDE4A
NCGC00347063-01,OC1=C(O)C=C(C=C1)C2CCN(CC2)C3=CC=NC4=CC=CC=C34,,,DELSIAQBXMLIQV,M18 Aspartyl Aminopeptidase Inhibitor,
NCGC00165833-04,NC1=C(NC(=O)C2=CC=C(CNC(=O)OCC3=CC=CN=C3)C=C2)C=CC=C1,Entinostat;MS-27-275/MS-275/NSC-706995,,INVTYAOGFAGBOE,HDAC1 Inhibitor,HDAC1
NCGC00092375-02,COC1CCC(CC1)C(=O)C2=CC3=C(C=C2)N=C4OCCCC4=C3,JNJ 16259685,,QOTAQTRFJWLFCR,mgluR1 Antagonists,GRM1
NCGC00346935-01,CN1CCCN(CC1)C(=O)C2=CC(=CC=C2)C3=CC=C(O3)/C=C4/C(=O)NC5=CC=C(Cl)C=C45,CX-6258,,KGBPLKOPSFDBOX,Pim 1/2/3 Kinase Inhibitor,PIM1
NCGC00263206-02,CC1=C(C=C(C=C1)C(=O)NC2=CC=CC(=C2)C(F)(F)F)C3=CC4=CN=C(NCCN5CCOCC5)N=C4C=C3,AMG-47a,,DVRSTRMZTAPMKO,Lck Kinase Inhibitors,LCK
NCGC00263224-01,CCCCCCCCCCCCCC(=O)N[C@H](CO)[C@H](O)C1=CC=C(C=C1)[N+]([O-])=O,D-NMAPPD,,XUSDVLHKNBOGJY,ceramidase inhibitor,CERS1
NCGC00015148-07,CCCC[S+]([O-])(=N)CCC(N)C(O)=O,L-BUTHIONINE SULFOXIMINE,,WDFRNLYXRQXXFS,Glutathione synthesis inhibitor,GSS
NCGC00242497-02,C[S+]([O-])(=O)C1=CC=C(C(=C1)Cl)C(=O)NC2=CC(=C(Cl)C=C2)C3=NC=CC=C3,Vismodegib;GDC-0449/CUR-691/RG-3616,,ZXTNICMLLDOPFL,Hedgehog antagonist,SHH
NCGC00024257-07,CNC[C@H](O)C1=CC=CC(=C1)O,PHENYLEPHRINE HYDROCHLORIDE,,SONNWYBIRXJNDC,alpha1-Adrenoceptor Agonists,ADRA1A
NCGC00159360-02,F[C@]1([C@](C)2C=C3)[C@@H](O)C[C@@]([C@]([C@@](COC(CC)=O)=O)(OC(CC)=O)[C@H]4C)(C)[C@](C4)([H])[C@@]([H])1CCC2=CC3=O,Betamethasone dipropionate,"Betamethasone dipropionate;dexamethasone 17,21-dipropionate;LS-178579;Diprosone;betamethasone dipropionate;belosalik;betamethasone depot;CIPLUS_724101;diproform;vipsogal;Maxivate;SQ-13209;Rinderon-DP;CIPLUS_164510;Beloderm;CIPLUS_752143;BETAMETHASONE DIPROPIONATE;Diprofos;CIPLUS_205237;DEXAMETHASONE DIPROPIONATE;diprosone Depot;Diprosalic;CIPLUS_773182;betamethasone propionate;CIPLUS_3884620;BETAMETHASONE 17,21-DIPROPIONATE;Dexamethasone propionate;betamethasone-17,21-dipropionate;Dexamethasone dipropionate;Pregna-1,4-diene-3,20-dione, 9-fluoro-11-hydroxy-16-methyl-17,21-bis(1-oxopropoxy)-, (11beta,16beta)-, mixt. with 5-chloro-7-iodo-8-quinolinol;CLOTRIMAZOLE;Pregna-1,4-diene-3,20-dione, 9-fluoro-11-beta,17,21-trihydroxy-16-alpha-methyl-,17,21-dipropionate;CIPLUS_3873517;CIPLUS_701751;LS-118473;Diprospan;LS-118474;Pregna-1,4-diene-3,20-dione, 9-fluoro-11,17-dihydroxy-16-methyl-21-(phosphonooxy)-, disodium salt, (11beta,16beta)-, mixt. with (11beta,16beta)-9-fluoro-11-hydroxy-16-methyl-17,21-bis(1-oxopropoxy)pregna-1,4-diene-3,20-dione;Betamethasone Dipropionate;Diprophos;CIPLUS_724139;dexamethasone dipropionate;LS-178173;Diprolene;Dexamethasone Propionate;augmented betamethasone dipropionate;Pregna-1,4-diene-3,20-dione, 9-fluoro-11-hydroxy-16-methyl-17,21-bis(1-oxopropoxy)-, (11beta,16beta)-, mixt. with 2-hydroxybenzoic acid;",CIWBQSYVNNPZIQ,Glucocorticoid steroid,
NCGC00015208-09,OC(C(CC(O)=O)(O)CC(O)=O)=O.O=C(N1C)N(C)C(N=CN2C)=C2C1=O,"Caffeine, citrated","CIPLUS_148854;CIPLUS_206163;Theobromine, 1-methyl-;CIPLUS_735327;CIPLUS_754395;CIPLUS_206165;Elsinore pill;CIPLUS_206164;1,3,7-Trimethylxanthine;CIPLUS_768780;ACETAMINOPHEN, ASPIRIN AND CAFFEINE;CIPLUS_149163;1H-Purine-2,6-dione, 3,7-dihydro-1,3,7-trimethyl-;Anhydrous caffeine;LS-178209;CAFFEINE ANHYDROUS;1H-Purine-2,6-dione, 3,7-dihydro-1,3,7-trimethyl-, mixt. with (R-(R*,S*))-alpha-(1-(methylamino)ethyl)benzenemethanol;ataralgin;CIPLUS_206166;caffeine benzoate, sodium salt;LS-175838;CIPLUS_748815;CIPLUS_167189;Bex Powder;1,3,7-TRIMETHYL-3,7-DIHYDRO-1H-PURINE-2,6-DIONE;Vincents Powder;AB02509354-01;CIPLUS_731757;CIPLUS_164854;THEOPHYLLINE COMPOUNDED WITH CAFFEINE;2-(acetyloxy)benzoic acid, mixt. with 3,7-dihydro-1,3,7-trimethyl-1H-purine-2,6-dione & 2-hydroxy benzamide;Caffeine citrate;3   Caffeine;CIPLUS_167217;LS-48602;CAFFEINE-CITRATE;Anhydrous Caffeine;CIPLUS_206177;Benzoic acid, 2-(acetyloxy)-, mixt. with 3,7-dihydro-1,3,7-trimethyl-1H-purine-2,6-dione and N-(4-ethoxyphenyl)acetamide;CAFFEINE THEOPHYLLINE COMPOUND;NCGC00015208-01;LS-121085;Caffeine-trimethyl-13C3 solution;CAFFEINE AND SODIUM BENZOATE;CIPLUS_167220;Cerebyx;Caffeine benzoate sodium;Cafcit;LS-237;Caffeine-trimethyl-13C3;Mettler Toledo Calibration substance ME 18872, Caffeine;CIPLUS_213711;CIPLUS_164669;1-methylcaffeine;Caffeine;CIPLUS_709606;Caffeine, citrated;citric acid, compd. with caffeine (1:1);Annaca;MIGRENIN;CIPLUS_727854;CAFFEINE;CAFFEINUM;Migrenin;Caffeine, Anhydrous;3,7-Dihydro-1,3,7-trimethyl-1H-purine-2,6-dione;caffeine citrate;CIPLUS_170785;LS-178504;NCGC00090699-02;1H-Purine-2,6-dione, 3,7-dihydro-3,7-dimethyl-1-(methyl-14C)-;ANHYDROUS CAFFEINE;1H-PURINE-2,6-DIONE, 3,7-DIHYDRO-1,3,7-TRIMETHYL-;1,3,7-TRIMETHYLXANTHINE;CIPLUS_727814;Caffeine-sodium benzoate;NCGC00090699-09;NCGC00090699-08;NCGC00090699-07;NCGC00090699-06;Caffeine and sodium benzoate;caffeine benzoate;NCGC00090699-04;NCGC00090699-03;CIPLUS_168167;Caffeine-13C3 solution;Caffeine solution;2,4-Imidazolidinedione, 5,5-diphenyl-3-((phosphonooxy)methyl)-, (SP-4-2)-;",RYYVLZVUVIJVGH,Chitinase Inhibitors,
NCGC00024868-08,CC(C)NCC(O)COC1=CC=C(COCCOC(C)C)C=C1,BISOPROLOL FUMARATE,,VHYCDWMUTMEGQY,beta1-Adrenoceptor Antagonists,ADRB1
NCGC00017244-05,CC1(C)[C@@H](O)CC[C@@]2(C)[C@H]1CC[C@]3(C)[C@@H]2C(=O)\C=C/4[C@@H]5C[C@](C)(CC[C@]5(C)CC[C@@]34C)C(O)=O,Enoxolone (Glycyrrhetin),,MPDGHEJMBKOTSU,15-hydroxyprostaglandin dehydrogenase inhibitor,
NCGC00142598-05,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C\C=C/4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,??-Sitosterol,,KZJWDPNRJALLNS,Cholesterol lowering drug,
NCGC00091455-08,CC1=CC=C(C=C1)C2=CC(=N[N]2C3=CC=C(C=C3)[S+](N)([O-])=O)C(F)(F)F,Celecoxib,,BMYBYNKYPXBISM,Cyclooxygenase-2 Inhibitor,PTGS2
NCGC00346672-01,CC1=CC(=CC=C1OC2=CC3=NC=N[N]3C=C2)NC4=C5C=C(C=CC5=NC=N4)C6=CC=C(CNCC[S+](C)([O-])=O)O6,Arry-380,,ALTZIUJSNATZSL,HER2 (erbB2) Inhibitor,ERBB2
NCGC00015955-09,OC(C1=CC=C(C(=C1)CO)O)CNC(C)(C)C,Albuterol,"Xopenex;NCGC00016736-01;2-t-Butylamino-1-(4-hydroxy-3-hydroxy-3-hydroxymethyl)phenylethanol;NCGC00015955-02;NCGC00015955-01;ALBUTEROL SULFATE;SALBUTAMOL;Levalbuterol hydrochloride;Proventil;NCGC00024698-06;NCGC00024698-05;NCGC00024698-04;NCGC00024698-03;NCGC00024698-02;NCGC00024698-01;alpha1-[(tert-Butylamino)methyl]-4-hydroxy-1,3-benzenedimethanol hemisulfate salt;CIPLUS_3742847;salbutamol;HS_42;salbutamolum;Levalbuterol;CIPLUS_747236;Salbutamol hemisulphate;CIPLUS_754546;LS-29862;alpha-(;alpha-[(tert-Butylamino)methyl]-4-hydroxy-m-xylene-alpha,alpha'-diol;NCGC00094370-01;LEVALBUTEROL HYDROCHLORIDE;ALBUTEROL (+/-);Albuterol Sulfate;LS-175140;CIPLUS_171517;CIPLUS_700317;Salbutamol Sulfate;CIPLUS_739438;CIPLUS_700318;Albuterol (Salbutamol);CIPLUS_180818;LS-7693;Sultanol;Salbutamol sulfate;Albuterol;SALBUTAMOL SULFATE;Asmaven sulfate;1,3-Benzenedimethanol, alpha1-(((1,1-dimethylethyl)amino)methyl)-4-hydroxy-;NCGC00024698-07;NCGC00094582-01;levosalbutamol;CIPLUS_759517;Salbutamolum;CIPLUS_755105;Albuterol hemisulfate;NCGC_Prestw-198;LEVOSALBUTAMOL;levosalbutamolum;Salbutamol hemisulfate salt;Salbutamol;ALBUTEROL;Levalbuterol Hydrochloride;Hydrochloride, Levalbutero;Albuterol sulfate;Ventolin;ALBUTEROL HYDROCHLORIDE, R-;R-albuterol hydrochloride;Salbutamol hemisulfate;",NDAUXUAQIAJITI,beta2-Adrenoceptor Agonists,ADRB2
NCGC00346453-01,C[C@]1(CCCN1C2=N[N]3C=CC=C3C(=N2)NC4=N[NH]C(=C4)C5CC5)C(=O)NC6=CN=C(F)C=C6,BMS-754807,,LQVXSNNAFNGRAH,IGF-1R Inhibitor,IGFR1
NCGC00263160-01,C[C@@H](O)COC1=C[N]2N=CN=C(OC3=C(F)C4=C([NH]C(=C4)C)C=C3)C2=C1C,Brivanib;BMS-540215,,WCWUXEGQKLTGDX,"VEGFR-2,3/FGFR1,2,3 Inhibitor",KDR
NCGC00179596-04,ClC1=CC=C(CCC(C[N]2C=CN=C2)SC3=C(Cl)C=CC=C3Cl)C=C1,Butoconazole nitrate,,SWLMUYACZKCSHZ,Antifungal Agent,
NCGC00163125-07,CC(=O)[C@H]1CC[C@H]2[C@@H]3C/C=C4/C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,Pregnenolone,,ORNBQBCIOKFOEO,Steroid,
NCGC00015251-14,ClC1=C(C=CC=C1)C([N]2C=CN=C2)(C3=CC=CC=C3)C4=CC=CC=C4,CLOTRIMAZOLE,,VNFPBHJOKIVQEB,Lanosterol 14alpha-demethylase Inhibitors,CYP51A1
NCGC00016959-07,OC(=O)\C1=C\N(C2CC2)C3=CC(=C(F)C=C3C1=O)N4CCNCC4,CIPROFLOXACIN,,MYSWGUAQZAJSOK,DNA Topoisomerase IV Inhibitors,TOP2B
NCGC00346937-01,COC1=CC=C(\C=C/C2=CC(=C(OC)C(=C2)OC)OC)C=C1NC(=O)[C@H](N)CO,Ombrabulin,,IXWNTLSTOZFSCM,Tubulin polymerization inhibitor,TUBB
NCGC00025179-13,CC#C[C@]1(O)CC[C@H]2[C@@H]/3CCC/4=C/C(=O)CCC4=C3[C@H](C[C@]12C)C5=CC=C(C=C5)N(C)C,Mifepristone (Mifeprex),,VKHAHZOOUSRJNA,Progesterone Receptor Antagonist,PGR
NCGC00094927-01,CC1(C)OC2CC3C4CC(F)C/5=C/C(=O)/C=C\C5(C)C4C(O)CC3(C)[C@@]2(O1)C(=O)CO,FLUNISOLIDE,"FLUNISOLIDE ANYHYDROUS;CIPLUS_191465;flunisolidum;Flunisolide (anhydrous);PREGNA-1,4-DIENE-3,20-DIONE, 6-FLUORO-11,21-DIHYDROXY-16,17-((1-METHYLETHYLIDENE)BIS(OXY))-, HYDRATE (2:1), (6.ALPHA.,11.BETA.,16.ALPHA.)-;Flunisolidum;flunisolide, (6beta,11beta,16alpha)-isomer;FLUNISOLIDE HEMIHYDRATE;6-Fluoro-11,16alpha,17,21-tetrahydroxypregna-1,4-diene-3,20-dione 16,17-acetonide;FLUNISOLIDE C-14;LS-177464;6.ALPHA.-FLUORO-11.BETA.,  16.ALPHA., 17, 21 -TETRAHYDROXYLPREGNA-1, 4-DIENE-3, 20-DIONE CYCLIC-16, 17-ACETAL WITH  ACETONE, HEMIHYDRATE;Flunisolide;NCGC00016983-01;Nasalide;Flunisolida;LS-177352;CIPLUS_659083;RS-3999;LS-118464;NCGC00094927-02;NCGC00094927-01;FLUNISOLIDE;flunisolide;(4AR,4BS,5S,6AS,6BS,9AR,10AS,10BS,12S)-12-FLUORO-6B-GLYCOLOYL-5-HYDROXY-4A,6A,8,8-TETRAMETHYL-4A,4B,5,6,6A,6B,9A,10,10A,10B,11,12-DODECAHYDRO-2H-NAPHTHO(2',1':4,5)INDENO(1,2-D)(1,3)DIOXOL-2-ONE HEMIHYDRATE;NCGC_Prestw-643;6 alpha-fluoro-11 beta,16 alpha,17,21- tetrahydroxypregna-1,4-diene-3,20-dione cyclic 16, 17-acetal with acetone;",XSFJVAJPIHIPKU,Corticosteroid,
NCGC00346688-01,CCC1=CC2=C(C=C1N3CCC(CC3)N4CCOCC4)C(C)(C)C5=C(C2=O)C6=CC=C(C=C6[NH]5)C#N,CH5424802,,KDGFLJKFZUIJMX,Anaplastic Lymphoma Kinase (ALK) Inhibitor,ALK
NCGC00015508-17,N[S+]([O-])(=O)C1=C(Cl)C=C2NCN[S+]([O-])(=O)C2=C1,HYDROCHLOROTHIAZIDE,,MEPMRFDKQYMUPK,hypertension treatment,
NCGC00345849-01,COC1=CC=C(NC2=CC(=NC(=N2)N3CCOCC3)C4=CN=C(N)N=C4)C=N1,NIBR-17,,XZTYTIOLZIKUJR,PI3K Inhibitor,PIK3CA
NCGC00094226-11,OC1=CC(=CC(=C1)/C=C/C2=CC(=C(O)C=C2)O)O,Piceatannol,,CDRPUGZCRXZLFL,Syk Kinase inhibitor,SYK
NCGC00183848-01,OC[C@H]1OCC(O1)[N@@]2C=CC(N)=NC2=O,Troxacitabine,"2R(-)-cis-HMD-cytosine;Troxacitabine;LS-173247;LS-173246;LS-173400;TROXACITABINE;BCH-4556;BCH 4556, trans-(+-)-isomer;LS-173262;2'-DEOXY-3'-OXACYTIDINE,1'S,4'S,L-;BCH 4556, cis-(+-)-isomer;BCH 4556, (2S-trans)-isomer;BCH 4556, 2R(-)-cis-isomer;LS-173106;troxacitabine;CIPLUS_728716;troxacitabinum;CIPLUS_703293;",RXRGZNYSEHTMHC,DNA Polymerase Inhibitors,
NCGC00165869-03,C1CCN(CC1)CCOC2=CC=C(C=C2)C3=C[N]4N=CC(=C4N=C3)C5=CC=NC=C5,Dorsomorphin dihydrochloride,,XHBVYDAKJHETMP,TGF-bR1 (ALK5) inhibitor,
